cve_ent,municipality,population,total_cases,case_rate,total_cases_last_60_days,case_rate_last_60_days,total_deaths,death_rate,total_deaths_last_60_days,death_rate_last_60_days
24016,Ebano,45721,473,1034.5355525907132,142,310.57938365302596,25,54.67946895299753,1,2.1871787581199014
15033,Ecatepec de Morelos,1707754,41431,2426.0519957792517,7328,429.10161533804046,5680,332.60059704149427,334,19.55785200913012
15034,Ecatzingo,10090,57,564.9157581764123,13,128.84043607532212,7,69.37561942517344,1,9.910802775024777
16030,Ecuandureo,13168,58,440.46172539489675,2,15.188335358444712,13,98.72417982989064,0,0.0
12075,Eduardo Neri,52924,488,922.0769405184794,109,205.95571007482428,63,119.03862141939385,3,5.668505781875897
14034,Ejutla,2058,3,145.7725947521866,0,0.0,0,0.0,0,0.0
13009,El Arenal,20199,152,752.5125006188425,25,123.76850339125698,46,227.73404623991286,2,9.90148027130056
14009,El Arenal,21022,78,371.039863000666,11,52.32613452573494,16,76.11074112834174,0,0.0
20010,El Barrio de la Soledad,14895,434,2913.7294394091978,191,1282.3094998321585,16,107.41859684457872,4,26.85464921114468
7014,El Bosque,24374,5,20.513662098957905,1,4.1027324197915815,1,4.1027324197915815,0,0.0
19010,El Carmen,47326,779,1646.0296665680596,208,439.5047119976334,51,107.7631745763428,2,4.2260068461310905
29007,El Carmen Tequexquitla,18281,104,568.8966686723921,9,49.23144248126469,13,71.11208358404902,0,0.0
20030,El Espinal,9121,136,1491.064576252604,36,394.6935643021598,15,164.4556517925666,2,21.92742023900888
25010,El Fuerte,108251,1111,1026.3184635707753,363,335.3317752260949,190,175.51800907150974,25,23.09447487783023
14037,El Grullo,26326,253,961.027121476867,102,387.44966952822307,40,151.94104687381295,4,15.194104687381296
30205,El Higo,20600,163,791.26213592233,34,165.04854368932038,14,67.96116504854369,4,19.417475728155342
14054,El Limon,5896,34,576.6621438263229,3,50.88195386702849,6,101.76390773405699,0,0.0
1010,El Llano,21947,69,314.3937668018408,3,13.669294208775687,15,68.34647104387844,0,0.0
28021,El Mante,125639,2636,2098.0746424279087,418,332.6992414775667,237,188.63569433058206,15,11.93896799560646
22011,El Marques,178672,4214,2358.5116862183218,428,239.5450882063222,259,144.95835945195665,9,5.037163069759111
24058,El Naranjo,23108,251,1086.2039120650857,55,238.01280941665223,26,112.51514626969015,3,12.98251687727194
10018,El Oro,12281,158,1286.5401840241022,22,179.1385066362674,11,89.5692533181337,0,0.0
15064,El Oro,39551,340,859.6495663826452,10,25.28381077596015,27,68.26628909509242,0,0.0
32015,El Plateado de Joaquin Amaro,1340,6,447.7611940298508,0,0.0,2,149.2537313432836,0,0.0
7070,El Porvenir,15501,6,38.707180181923746,2,12.902393393974583,1,6.451196696987291,0,0.0
14070,El Salto,200159,1841,919.7687838168656,393,196.34390659425756,221,110.41222228328478,12,5.995233789137636
32041,El Salvador,2528,23,909.8101265822785,0,0.0,2,79.1139240506329,0,0.0
8064,El Tule,1830,9,491.80327868852464,0,0.0,2,109.2896174863388,0,0.0
25008,Elota,59057,687,1163.2829300506291,479,811.0808202245289,45,76.19757183737744,4,6.773117496655773
21061,Eloxochitlan,13471,6,44.540123227674265,1,7.423353871279043,2,14.846707742558086,0,0.0
13020,Eloxochitlan,2972,11,370.121130551817,7,235.53162853297442,0,0.0,0,0.0
20029,Eloxochitlan de Flores Magon,4443,0,0.0,0,0.0,0,0.0,0,0.0
29046,Emiliano Zapata,4836,21,434.24317617866006,3,62.03473945409429,6,124.06947890818859,0,0.0
30065,Emiliano Zapata,84197,500,593.8453864151929,131,155.58749124078054,67,79.57528177963586,3,3.5630723184911575
17008,Emiliano Zapata,106645,1319,1236.813727788457,110,103.1459515214028,110,103.1459515214028,2,1.875380936752778
27007,Emiliano Zapata,32992,1126,3412.948593598448,319,966.9010669253151,55,166.70708050436468,3,9.093113482056257
13021,Emiliano Zapata,15803,358,2265.3926469657663,27,170.85363538568626,50,316.3956210846042,3,18.98373726507625
26025,Empalme,60631,2111,3481.71727334202,736,1213.9004799524994,140,230.90498259966023,12,19.79185565139945
14035,Encarnacion de Diaz,57255,333,581.6085931359706,26,45.41088114575146,57,99.55462405030129,2,3.4931447035193433
2001,Ensenada,536143,9688,1806.9806003249134,639,119.1846205210177,1315,245.2703849532681,31,5.782039493194913
21062,Epatlan,5100,26,509.80392156862746,1,19.6078431372549,11,215.68627450980392,0,0.0
13022,Epazoyucan,16053,262,1632.0936896530243,30,186.88095683049897,52,323.9269918395315,1,6.229365227683299
16031,Epitacio Huerta,17519,36,205.49118100348193,2,11.416176722415663,3,17.124265083623495,0,0.0
16032,Erongaricuaro,16105,75,465.69388388699167,5,31.04625892579944,14,86.92952499223844,0,0.0
4009,Escarcega,63495,1223,1926.1359162138754,525,826.8367587999054,58,91.34577525789432,16,25.198834553901882
5008,Escobedo,3353,33,984.1932597673724,2,59.64807634953773,4,119.29615269907546,0,0.0
25009,Escuinapa,62697,1242,1980.9560266041435,818,1304.687624607238,102,162.68720991434998,17,27.11453498572499
7032,Escuintla,34628,22,63.53240152477764,3,8.663509298833313,3,8.663509298833313,0,0.0
29012,Españita,9409,45,478.26549048783073,4,42.51248804336274,3,31.884366032522053,0,0.0
21063,Esperanza,15794,39,246.92921362542737,2,12.663036596175765,7,44.32062808661517,1,6.331518298087882
30066,Espinal,28537,46,161.19423905806497,4,14.016890352875215,10,35.042225882188035,0,0.0
31032,Espita,17300,197,1138.728323699422,48,277.4566473988439,23,132.9479768786127,2,11.560693641618498
26026,Etchojoa,66633,793,1190.101001005508,79,118.55987273573155,107,160.58109345219336,6,9.004547296384674
14036,Etzatlan,21176,44,207.782395164337,8,37.778617302606726,13,61.39025311673593,0,0.0
22007,Ezequiel Montes,45877,529,1153.0832443272227,82,178.73880157813284,45,98.08836671970705,1,2.1797414826601567
23002,Felipe Carrillo Puerto,93104,987,1060.1048290084207,352,378.0718336483932,90,96.66609383055508,14,15.036947929197456
30067,Filomeno Mata,19443,7,36.00267448439027,2,10.286478424111506,2,10.286478424111506,0,0.0
12030,Florencio Villarreal,21527,230,1068.4256979607005,121,562.0848237097598,15,69.67993682352395,0,0.0
30068,Fortin,70428,1630,2314.420400976884,641,910.1493724087011,84,119.2707445902198,6,8.519338899301415
13023,Francisco I. Madero,38879,325,835.926849970421,42,108.02746984233133,88,226.34327014583707,4,10.288330461174413
5009,Francisco I. Madero,64483,1625,2520.044042615883,45,69.785835026286,119,184.54476373617854,1,1.5507963339174666
7033,Francisco Leon,8278,3,36.2406378352259,0,0.0,1,12.080212611741967,0,0.0
21064,Francisco Z. Mena,17984,20,111.2099644128114,3,16.681494661921707,9,50.044483985765126,1,5.560498220640569
32010,Fresnillo,242826,6022,2479.9650778746923,641,263.9750273858648,526,216.61601311226968,11,4.529992669648226
20032,Fresnillo de Trujano,1060,7,660.377358490566,0,0.0,0,0.0,0,0.0
5010,Frontera,87942,1779,2022.924200040936,147,167.1556252984922,184,209.22880989743237,1,1.1371130972686543
7034,Frontera Comalapa,80805,53,65.59000061877359,3,3.712641544458882,12,14.850566177835528,1,1.2375471814862942
7035,Frontera Hidalgo,15741,37,235.05495203608413,9,57.17552887364208,5,31.764182707578932,0,0.0
26027,Fronteras,9356,44,470.286447199658,0,0.0,17,181.70158187259514,0,0.0
16033,Gabriel Zamora,23887,133,556.7882111608825,3,12.559132582576298,26,108.84581571566125,1,4.1863775275254325
19017,Galeana,44989,648,1440.3520860654826,49,108.91551268087755,34,75.57402920713953,1,2.222765564915868
8023,Galeana,7056,24,340.1360544217687,9,127.55102040816325,4,56.68934240362812,0,0.0
19018,Garcia,300745,6003,1996.0431594872732,797,265.0085620708574,236,78.4717950423116,10,3.3250760611148977
32012,Genaro Codina,8559,65,759.434513377731,6,70.10164738871364,7,81.78525528683258,0,0.0
19020,General Bravo,6127,175,2856.2102170719763,27,440.6724334911049,4,65.28480496164518,0,0.0
12031,General Canuto A. Neri,5936,11,185.3099730458221,0,0.0,2,33.692722371967655,0,0.0
5011,General Cepeda,13501,90,666.6172876083253,11,81.47544626323976,5,37.03429375601807,1,7.406858751203615
32013,General Enrique Estrada,6620,78,1178.2477341389729,6,90.6344410876133,10,151.05740181268882,0,0.0
19021,General Escobedo,466325,8784,1883.6648260333457,1350,289.49766793545274,677,145.17771940170482,31,6.647724226665951
21065,General Felipe Angeles,21893,22,100.48874069337232,0,0.0,3,13.703010094550768,0,0.0
32014,General Francisco R. Murguia,22792,166,728.3257283257284,8,35.1000351000351,30,131.62513162513162,0,0.0
12032,General Heliodoro Castillo,37840,325,858.8794926004229,32,84.56659619450316,11,29.069767441860463,0,0.0
32016,General Panfilo Natera,24286,151,621.7573910895167,6,24.705591698921186,36,148.23355019352712,1,4.117598616486865
26070,General Plutarco Elias Calles,18481,285,1542.1243439207835,72,389.58930793788215,25,135.27406525620907,4,21.643850440993454
10006,General Simon Bolivar,10812,22,203.47761746207917,2,18.49796522382538,3,27.74694783573807,0,0.0
19022,General Teran,16283,221,1357.2437511515077,63,386.9065896947737,17,104.4033654731929,0,0.0
19023,General Treviño,1194,47,3936.348408710218,2,167.50418760469012,2,167.50418760469012,0,0.0
19024,General Zaragoza,6604,45,681.405208964264,4,60.56935190793458,2,30.28467595396729,0,0.0
19025,General Zuazua,91913,963,1047.7299185098952,257,279.6122420114674,58,63.103151893638554,4,4.351941509906107
28011,Gomez Farias,9689,74,763.7527092579213,13,134.17277324801321,9,92.88884301785531,1,10.320982557539478
14079,Gomez Farias,15352,162,1055.237102657634,21,136.78999478895258,28,182.38665971860343,1,6.513809275664408
8025,Gomez Farias,9599,113,1177.2059589540577,2,20.835503698301906,15,156.26627773726432,0,0.0
10007,Gomez Palacio,369760,7774,2102.444829078321,375,101.4171354392038,821,222.0359151882302,8,2.163565556036348
28012,Gonzalez,46374,243,524.0005175313754,53,114.28817872083496,31,66.84780264803554,4,8.625522922327166
8026,Gran Morelos,2787,24,861.1410118406889,0,0.0,3,107.64262648008611,0,0.0
26028,Granados,1170,50,4273.504273504273,25,2136.7521367521367,2,170.94017094017093,1,85.47008547008546
14038,Guachinango,4536,23,507.05467372134035,8,176.3668430335097,5,110.22927689594356,1,22.045855379188712
8027,Guachochi,49926,540,1081.6007691383247,30,60.08893161879582,34,68.10078916796859,1,2.002964387293194
14039,Guadalajara,1503505,36868,2452.1368402499493,5772,383.9029467810217,4907,326.37071376550125,199,13.235739156171745
24017,Guadalcazar,27705,122,440.353726764122,32,115.50261685616314,16,57.75130842808157,0,0.0
19026,Guadalupe,710413,20918,2944.4844055500107,3722,523.9205926693346,1637,230.42934180540053,85,11.96487113833784
32017,Guadalupe,199581,7911,3963.804169735596,955,478.50246265927115,402,201.4219790461016,5,2.5052484955982783
21066,Guadalupe,6121,46,751.5111909818656,2,32.674399607907205,9,147.03479823558243,1,16.337199803953602
8028,Guadalupe,5080,24,472.4409448818898,5,98.4251968503937,5,98.4251968503937,0,0.0
