cve_ent,case_rate,case_rate_last_60_days,death_rate,death_rate_last_60_days,pct_disability,pct_limitation,pct_mental_problem,pct_no_problems,pct_no_med_insurance,pct_med_insurance,pct_pop_obesity,pct_pop_hypertension,pct_pop_diabetes,pct_pop_0_4_years_old,pct_pop_5_9_years_old,pct_pop_10_14_years_old,pct_pop_15_19_years_old,pct_pop_20_24_years_old,pct_pop_25_29_years_old,pct_pop_30_34_years_old,pct_pop_35_39_years_old,pct_pop_40_44_years_old,pct_pop_45_49_years_old,pct_pop_50_54_years_old,pct_pop_55_59_years_old,pct_pop_60_64_years_old,pct_pop_65_69_years_old,pct_pop_70_74_years_old,pct_pop_75_79_years_old,pct_pop_80_84_years_old,pct_pop_85_89_years_old,pct_pop_90_94_years_old,pct_pop_95_99_years_old,pct_pop_100_and_more_years_old,average_years_finish,average_household_size,pct_household_tics,pct_household_no_tics,retail_and_recreation_mobility,grocery_and_pharmacy_mobility,parks_percent_mobility,transit_stations_mobility,workplaces_mobility,residential_mobility,population/sqkm
11,2273.2501896623007,145.21107708116745,177.88517503120897,1.8785599312800296,4.58585380147475,9.854395549258008,1.1960807138527738,83.74374515809205,20.47453708349557,78.26788746302087,30.0125562426704,18.3592006134668,9.88558374398441,8.651747903679649,8.651747903679649,8.819614092410697,8.864426577609011,8.679701517699808,8.058026628988427,7.423233932893665,7.0493362822977845,6.538512485599714,5.871061747622699,5.108992602166766,4.026990249952835,3.442517270307915,2.5973098058420003,1.8991919783885327,1.3023076583429336,0.8729041814014538,0.5097319840884369,0.224833117245421,0.0804248435536894,0.0109662942996945,9.04,3.87,98.70415390559654,1.29584609440345,28.165703275529864,0.6782273603082851,33.163776493256265,23.97495183044316,16.572254335260116,-8.585741811175337,205.28085657734616
12,1537.9617658833026,404.0690742916144,124.3352561957076,4.757935908962639,5.841186662029046,11.951415458588457,1.2781620585783944,78.0702632287025,24.39019121433462,71.97072611570863,34.7073715977162,17.9058501288685,11.131146810083,9.172917610050511,9.172917610050511,9.529352636334004,8.929059722486551,7.710235140473956,7.00540435892556,6.507325033743062,6.074763032916166,5.718273317714178,5.216721246207324,4.759904710028416,4.073558782930932,3.466320376434764,2.849183275691213,2.117664301917831,1.5879200929274102,1.0721762470714082,0.6434698149983266,0.2512135471013779,0.1080106140253012,0.0322391174521089,8.37,3.74,92.50331460453503,7.496685395464962,29.277456647398843,8.294797687861271,30.813102119460503,29.28131021194605,22.37957610789981,-9.308285163776493,57.53240498787287
13,1507.5424100590524,236.09924008898352,203.0835785477904,4.730408817482036,5.40967608363622,13.388936156976996,1.2490547282380131,80.42501751223264,30.08507607858181,69.63981500861519,31.1690442945712,17.9475777538187,12.833803630661,7.717337985118005,7.717337985118005,9.191119532246809,8.82921085764904,7.717273184997217,7.488431558436424,7.264935941840596,7.1736973717719,6.837967945972251,6.303982550623474,5.562409968332181,4.529366442739049,3.853306782563843,3.0135620172796003,2.144203596795504,1.531324054388037,0.971904611630196,0.5644414521188668,0.2337016356198488,0.0978481823890119,0.0208008387727634,9.37,3.59,96.95756054196698,3.0424394580330247,24.8766859344894,-1.1290944123314066,35.227360308285164,38.73025048169557,19.33140655105973,-10.957610789980732,149.43025323187732
14,1341.963374881818,297.72787187356306,149.8746743787199,3.139234690255637,4.596802760814218,9.82214214002818,1.3031391276708912,83.54699749443886,29.16300273981464,69.39266391769593,34.82914294284,13.9997969393287,7.59227740035884,7.978686023378023,7.978686023378023,8.500976194969304,8.517064772756864,8.375561390885494,7.9471866571110255,7.598446221520809,7.169143986587858,6.538395634656342,6.082707180868552,5.287814905966246,4.246052739380617,3.7220264758773,2.8604254638070614,2.157272566311279,1.4374484300437602,0.9096051425420644,0.4935614177592451,0.2107686927453832,0.0758767293883379,0.0131752728666789,9.9,3.56,99.24688055893792,0.7531194410620645,25.597302504816955,1.0327552986512525,28.46820809248555,18.79383429672447,19.79768786127168,-8.458574181117534,107.86395967629034
15,1744.042130413552,276.22549961871243,213.49235904265544,4.171498508990526,4.340946270295889,11.067668361851965,1.1780438024557331,81.40058492786521,32.54901510748064,64.65350454647434,32.7294525121671,15.5282041006967,8.95853031898105,7.3238546023334,7.3238546023334,8.403526781077806,8.473047930919526,8.120128828726992,7.846818213898607,7.363320306246518,7.197103017651693,6.8688514148954045,6.575027585253208,5.778569744069673,4.565759628730895,3.7933668009541086,2.727815747148663,1.898720377052971,1.219672718112853,0.7486893059877358,0.4091568695743981,0.1546380809041192,0.0533286205537248,0.0083659488667237,10.08,3.71,98.8211577418638,1.1788422581361828,24.396917148362235,-1.0732177263969171,29.560693641618496,31.2504816955684,21.391136801541425,-11.631984585741812,784.0871431268359
16,1166.8874773308996,150.53671187119994,123.05713038149575,5.222363903020702,5.348923333003827,11.275829718607842,1.183134831695853,81.10569463553392,36.98405583287275,61.22923255497316,31.6441699704732,19.1514373796333,9.92968865493776,8.907798543582182,8.907798543582182,8.846290702057715,8.44992986075147,8.09116175008046,7.617356567879022,7.155301704459381,6.599202843452804,6.202572594484894,5.606663570550925,5.048264382587064,4.194449331775743,3.70630337250728,2.901499792452482,2.2035888830793544,1.5529901038276406,1.0600984249806389,0.6419362867459099,0.2746921965656325,0.1087163533144706,0.0195838646363276,8.6,3.68,98.14407726965602,1.855922730343971,24.015414258188823,0.7880539499036608,22.35645472061657,20.5009633911368,17.556840077071293,-6.628131021194605,82.77372603108947
17,1866.091862363984,157.43193197061922,172.98922046243305,8.218944863599761,5.345004887336857,12.563342136084202,1.197715524706246,77.93193735207123,27.013421341273094,69.31721115545645,33.4678312401498,17.4533316703194,11.9898110697337,7.11520905962551,7.11520905962551,8.031914945662011,8.153095460109252,7.932553772935994,7.563141554691696,7.015652197736072,6.653138022502297,6.386266925889579,6.084856691933399,5.591035088045447,4.702606286122997,4.132710519955891,3.2117483946150256,2.34073592823687,1.6236819111786454,1.0740399734254116,0.6495901779695097,0.2606090433833091,0.0902127043361783,0.0166335788906185,9.84,3.5,98.6223600734123,1.3776399265877015,25.05009633911368,-0.1310211946050096,30.03082851637765,33.91907514450867,17.786127167630056,-10.113680154142582,420.63879915909496
18,1712.5171992850994,752.2286315616292,144.9667887916149,5.277163617681913,5.293926372702785,12.163939744104129,1.2925170595954745,77.75070213437986,21.189286426591934,74.5448252366381,36.99086827749,18.1166216334002,9.55181731020657,8.03999158758035,8.03999158758035,8.795402038382052,8.090823090074197,7.566521363588037,7.18175405158117,7.029259544099626,6.610423484619784,6.313738241819815,5.831110586843876,5.0410881511379655,4.230034666308647,3.7016198564145855,2.9393801350488253,2.155410916433786,1.5451224651183366,1.0118961236905069,0.5504547285326148,0.2151996281151756,0.0772949259295762,0.0183148619672489,9.73,3.39,97.46145542115316,2.538544578846846,31.09826589595376,6.391136801541426,32.70905587668594,20.02504816955684,20.761078998073216,-8.998073217726397,46.32306600226557
19,2680.0160352133,445.7275942385172,172.7582117635651,3.671914117137269,3.925133592613249,9.82814550690507,1.2338166178355563,88.23620318376344,19.12004895410161,83.44629816691274,41.4210063210658,19.2202922620374,12.6255651726493,8.108673685013581,8.108673685013581,8.247903399426006,8.411464001070916,8.980610689227191,8.704735860144991,7.993899631614325,7.604409362810605,7.299087921488059,6.910292820890981,5.961316919520733,4.635256828111461,3.872229509605175,2.752295703878308,2.0645069751217124,1.3783403055139496,0.8974799796012694,0.4460306162773101,0.1847543195346009,0.0552034855377384,0.0074864268407653,10.74,3.49,99.40812780621243,0.5918721937875471,29.314065510597302,1.928709055876686,35.8747591522158,36.17919075144509,23.063583815028903,-10.932562620423893,88.26705735678843
20,1391.2804660110198,237.1130562292194,94.02467858209047,2.847770039190625,6.6096259936726405,13.332559447802907,1.185275677413298,79.12736603232992,29.34627025385939,70.10106928938242,30.4975071120566,17.0901829452366,10.5104090332916,8.684564338244611,8.684564338244611,9.613926850441151,8.656931315406702,7.488838792806146,7.4120214026812,6.981356518364618,6.672856142000433,6.262149781602585,5.646572913893812,5.078635860230482,4.329768874500947,3.759539124619624,3.0696547658034947,2.2611294111173565,1.7646038112333908,1.223913642097571,0.7586411117115025,0.3048079287709965,0.1182065902708108,0.0269331471503113,8.12,3.65,90.54065576449604,9.459344235503938,28.90173410404624,11.554913294797688,39.12138728323699,24.89788053949904,19.8747591522158,-10.495183044315992,44.09963816380123
21,1421.601886364211,121.82693156478868,184.2848103498686,8.040032396333928,4.544662379961635,10.391325486403034,1.0659326566280831,84.1630137009117,29.100753416143142,70.42193211820332,32.870185410681,15.3911395487264,8.98987704675404,8.763468757660553,8.763468757660553,9.135884269563055,9.193799757163768,8.640324532652297,7.998984321331175,7.205050048823135,6.932657990800446,6.4364017539080844,5.797075336012032,5.066234877054883,4.074222066300439,3.472870038705715,2.6932745810363343,1.9437497530074797,1.385338463408995,0.913838258471446,0.5525213223627521,0.2236370593104559,0.0852606825306145,0.0161254887045115,9.16,3.83,97.093466076722,2.90653392327801,33.102119460500965,1.300578034682081,37.27167630057804,22.672447013487474,23.15992292870905,-11.739884393063583,193.38021817305636
22,3316.975465830744,312.8129610108978,195.2942507951924,6.272928540815928,4.218215443950067,10.73824472931436,1.274632759513905,87.94996747289152,21.33966942982589,82.1692225560473,30.6095409604416,17.9619172685489,7.50978687157282,8.242233302933757,8.242233302933757,8.711957210731358,8.69177855948118,9.169837127577768,9.393556956655818,8.535394012292308,8.01632014219808,7.269929379107287,6.572625378514211,5.52092284868161,4.294674985534978,3.5413094277729305,2.536938995111941,1.7976107599587128,1.2026914811437084,0.7598139528354734,0.4375696656967753,0.1840205260749847,0.0671598153565677,0.0106157252229192,10.48,3.53,98.61956926611887,1.3804307338811377,28.57610789980732,4.366088631984586,33.8131021194605,7.890173410404624,19.73217726396917,-10.716763005780347,196.70242246244965
23,2692.862767581658,1002.170886674609,170.60697202219745,19.43991007735924,3.8882721633834496,9.52364096168945,1.181018059386314,92.42371576182106,27.19150168372833,79.22941357044995,48.9383086219129,13.3328649748518,7.40578839043404,8.572768225786142,8.572768225786142,8.952861989985255,8.562206841803814,9.574242757472904,10.703382370264713,10.162894840531807,9.370152716451791,7.934442820260913,6.792072462700036,5.464065471295957,3.88711157173704,2.862077029628164,1.9848438336895384,1.2579652855432644,0.736279340482191,0.4306375304002474,0.2190616732597944,0.0772954036508731,0.0308137082121724,0.0059190173966884,10.24,3.22,97.87328689166952,2.1267131083304807,34.308285163776496,10.321772639691714,43.03853564547206,42.29287090558767,26.730250481695567,-12.847784200385355,38.67584009860919
24,2602.592614043547,338.3293640022023,189.383498793849,3.5239007697455325,5.019325630062991,11.713969510233618,1.3587603126432677,81.00404655456708,17.10606103954375,81.2050484588691,32.6232674152729,19.1854046543443,10.8467599599685,8.057207214436689,8.057207214436689,8.819521154220551,8.855004392664425,8.099005562180798,7.709457521644078,7.127630103463122,6.6978188798740605,6.286290072159718,5.912233238967225,5.363865433045537,4.387989150572442,3.755396627243172,2.8692228089187486,2.203554464503154,1.6044215534331516,1.1252757190676526,0.6603650482076604,0.2809351385939705,0.1010068586971615,0.0160494490503261,9.61,3.63,97.0111971992802,2.9888028007198013,25.167630057803468,2.0289017341040463,26.377649325626205,21.366088631984585,18.928709055876684,-9.148362235067438,47.37428087808118
25,1919.2035667921364,647.2952227566103,201.5412424596268,6.240745797633839,4.687148562062474,10.244833644525851,1.3003243287080009,80.20115475972494,18.219017865006016,77.534613963938,39.949729594287,16.1921012476527,10.6875213474115,7.483699615481358,7.483699615481358,8.241966069350209,8.286601657313994,8.141163769207717,7.359518277782248,6.826520571969104,6.511283711906899,6.472286970399857,6.101010113809662,5.451750798466994,4.542280894384406,3.916400616598356,3.011270723552701,2.238970511367344,1.5538823457854691,0.9806840997835063,0.5013821509601561,0.1899784393320311,0.0609185490804562,0.0127666018093727,10.22,3.49,98.52038333395726,1.4796166660427508,27.196531791907518,3.364161849710982,22.3121387283237,29.695568400770718,22.13487475915221,-10.558766859344894,55.571776875842296
26,2972.2464789763053,479.421870756762,219.17264683738,4.683315201748438,4.731221613499656,10.342190978438865,1.309767151422313,79.94568655286861,17.813737399361575,77.77812469001495,43.8528856905069,24.6028774308894,11.2283897518933,7.1012392897622405,7.1012392897622405,8.416665447053333,8.316657153682664,8.03328406095465,7.411866675122653,6.992579872477229,6.73226560251338,6.631281618475679,6.250306936022337,5.551842510517132,4.568313795127725,3.954897072765384,2.85252923413161,2.0125896619069223,1.3503233601485651,0.8502818932952164,0.4294014625603098,0.1537363261018393,0.0462152145950314,0.0064070353801697,10.4,3.34,98.6426392706882,1.3573607293118028,27.240847784200387,4.936416184971098,29.77456647398844,25.113680154142585,22.73795761078998,-9.853564547206163,17.002513200631977
27,3545.2109348606905,782.3388292208451,164.6006063864569,6.764408481635213,5.623517126976889,9.949317475071794,1.178873119523599,77.28717674194209,29.370128605400563,63.95433324508502,47.2567321647202,21.9659878621168,12.1494605771853,8.042531801466945,8.042531801466945,8.657587586455167,8.111847550448298,7.330247363532918,7.010259741622922,7.053139871250759,6.9772929692526535,6.51568040424727,5.726343911079907,5.07622205453746,4.145999260580177,3.3000205653568204,2.5195089039442333,1.6267624880116411,1.1476557631399606,0.7259687585405517,0.4398809308603589,0.1686048252002984,0.0651949024350704,0.0179217948852519,9.69,3.58,96.15555286619065,3.8444471338093513,31.82273603082852,5.518304431599229,29.366088631984585,18.77456647398844,20.387283236994215,-9.959537572254336,104.16592195780184
28,2067.8233343432125,381.4439371917289,141.53829971056828,7.231683979792921,4.647151346545035,10.57978930598296,1.2726394167318158,80.60936251062154,19.554555659587106,76.79300564673991,40.8672409226396,18.440579538384,12.7738634904645,7.432746708625043,7.432746708625043,8.37815242527123,8.079489355454252,7.781291962257184,7.321011712588773,7.035688908295125,7.045961186675513,6.8108492791052,6.470220528011544,5.790661375849791,4.594968172372666,3.8322446544432944,2.7483960179718303,2.016544120668317,1.3968381105362897,0.923190202602201,0.4911518702942692,0.1948445763191933,0.0626472017491909,0.0096696380487382,10.09,3.29,98.90003096001294,1.0999690399870548,24.61078998073218,1.7957610789980731,32.5626204238921,28.766859344894023,19.921001926782274,-9.048169556840078,45.96227143530552
29,1589.552547044915,132.9699545873185,182.9695560397707,2.898527620432011,3.936417898118203,10.370279657191135,0.9485431637863756,81.00333982845063,25.84334472696232,69.89792110352744,32.3173655414681,13.03469797764,9.29405566266595,8.004284023822999,8.004284023822999,8.675148241571987,8.783045932242569,8.25623853722905,7.591098911530415,6.993567442578357,6.876466926712903,6.481687464810062,5.825678201115788,5.129089550735466,4.080764573615717,3.369900674704767,2.4607050233657555,1.774985851562053,1.2584682296010683,0.8399208412106861,0.5307928704916121,0.2331140838732444,0.0892021875187951,0.0142752485306276,9.83,3.93,98.45657055363796,1.5434294463620208,22.294797687861276,-2.529865125240848,26.94990366088632,25.603082851637765,17.171483622350674,-11.019267822736031,347.3134791962677
30,999.6648657788616,262.3110303187569,117.83562778883312,2.9742869381261663,5.491774925636972,12.066178586960772,1.2334157156169503,76.28164249024164,26.095035259351967,68.21577444694071,38.9789731732026,23.6380057073242,11.9198549097504,7.028837234137976,7.028837234137976,8.026687082297114,7.980784701204774,7.030488314682369,6.796608657142235,6.652578226673921,6.543325875757711,6.29596824866725,6.04403209325865,5.720350047811077,4.785908718431282,4.0732508323905,3.269760096825921,2.378914319692754,1.7065498248098154,1.1151468255576027,0.6369892159849889,0.2555661906480456,0.0972381052527546,0.0252580193918824,8.75,3.37,96.05270532884154,3.947294671158468,25.20809248554913,0.7263969171483622,32.310211946050096,33.12138728323699,18.93448940269749,-8.913294797687861,119.50315144527616
31,2474.660240503068,609.3582482920175,181.3998330307052,14.784661842912524,5.753889384170143,12.04060204559519,1.5016612825118698,84.13202968618448,22.35883525194569,80.12582898130138,45.1666441833832,21.6814468356291,10.678974197956,7.790100296667076,7.790100296667076,8.372235290368103,8.6920974654486,8.832064832955453,8.45359519595874,8.102127486279922,7.706571383800083,7.136963513756375,6.464217134449236,5.416232496332607,4.567442404003722,3.84104629369775,3.201189147172898,2.3559845566681923,1.5763813699095834,0.99491035802785,0.5411009172687506,0.2057015676168099,0.0688770473879397,0.0090744181969972,9.59,3.52,97.48983793886808,2.5101620611319206,39.42774566473989,13.0,44.83044315992293,54.0635838150289,23.21194605009634,-14.20038535645472,57.29904226978194
32,2063.938032651915,206.9698864516036,169.94453999157477,4.140597902337097,5.756871292214596,12.016735216565271,1.1488658962354164,78.9414591467008,19.577106934241304,77.59474468113196,33.4586719086714,18.8842019994468,10.882759710752,9.106014908552796,9.106014908552796,9.082611529104804,8.473703602800246,7.815408544993898,7.061399666111787,6.867511668684958,6.284587494434196,6.161809765330114,5.707904221369565,5.173167005315568,4.164661377102854,3.482842922518012,2.683527501371198,2.106304150319306,1.58164839002752,1.0836364771072944,0.6585951011326036,0.2741795915330173,0.1033949302279249,0.0143420709950516,9.25,3.65,98.78384087586952,1.2161591241304677,29.66859344894027,3.649325626204239,33.886319845857415,27.29865125240848,18.269749518304437,-7.034682080924855,22.37422863069969
